speaker,intent,text,clean_text,clean_intent,incorrect_code,revised
Teacher,110.2,"All right, no one's wrong. I want to make that very clear. No one's wrong. We're just getting a deeper understanding of why your answers are right.",,,,
Teacher,110.2,"That's right. You picked up wonderfully in the part where they asked what equipment, you would need. So you said, I know what equipment you need you need a microscope to look really closely, you had the what and the why.",,,,
Teacher,110.2,You're right on what you said.,,,,
Teacher,110.2,Answer is not wrong.,,,,
Teacher,110.2,So your answers not wrong,,,,
Teacher,110.2,microscope yep that's right,,,,
Teacher,110.2,"Yeah, you are correct. Jazmin.",,,,
Teacher,110.2,"Actually, I think I agree with savannas answer.",,,,
Jazmin,110.2,The question asked what equipment that they used to discover water on the moon. And that's why I said I'm the small machine I that's why I picked the one from paragraph to because,,,,
Teacher,110.2,I don't necessarily think any one answer was.,,,,
Teacher,110.2,"Just outright wrong,",,,,
Teacher,110.2,So thank you for sharing Thank you,,,,
Jazmin,110.2,I can read the question,,,,
Teacher,110.2,"That is really, really cool information, and I know the text references oxygen tanks, too, so that is really awesome for you to bring up Thank you Chris",,,,
Teacher,110.2,yeah That is very true you both do use very specific evidence um.,,,,
Teacher,110.2,"Because, well your answer is not wrong. You're definitely. Well, you guys are all definitely right with your answers that you guys that they did use a microscope. They did send a small machine.",,,,
Teacher,110.2,"That's really, really cool. So going off that, the equipment that they used to find water on the moon. You guys all had responses that were definitely",,,,
Teacher,110.2,"You guys were all mostly right in your responses. Yes, Oliver, you said you circled the same as Farrah.",,,,
Teacher,110.2,"And that's right, Farrah did choose a correct objects,",,,,
Teacher,110.2,"I understand that you read the reading because you know that they found craters full of water on the moon, but",,,,
Teacher,110.2,you're right they definitely do use a lot of equipment like awkward to use to find water that's right.,,,,
Teacher,110.2,you're right they definitely did send a small machine and that's great.,,,,
Teacher,110.2,Again that's the correct answer and you wouldn't need a microscope to look really clearly and the reading did say that.,"Again that's the correct answer, and you wouldn't need a microscope to look really clearly and the reading did say that.",,,
Teacher,110.2,"Alright, so I know this is a little smaller and I wanted to explain to you guys that before you get worried, I want you guys, to know that your responses were all great.",,,,
Teacher,110.2,Your answer is totally correct everybody has correct answers in this group,,,,
Teacher,110.2,Chris your response was great you said scientists found craters full of water on the moon that's correct,,,,
Teacher,110.2,"And that is true. Chris, the scientists did find craters with ice in them.",,,,
Teacher,110.2,"And in the question asked what machine discovered the water, so your answer is correct,",,,,
Teacher,110.2,Oh so Jazmin I let's clarify. I don't think any of your answers are wrong. I think all of you answer the questions.,,,,
Teacher,110.2,"I'm with a different type of answer, but I don't think any of your questions were wrong.",,,,
Teacher,110.2,"All right, Chris. How are we doing so your response was, scientists found craters full of water on the moon, which is completely true.",,,,
Teacher,110.2,"Instruments, they used to find the water, which was microscope. So that's really great.",,,,
Chris,110.2,You put it doesn't. I don't know. I don't know how,,,,
Teacher,110.2,"So let's see your answer was NASA sent a small machine. That answer is not incorrect at all, and I think none of your answers are wrong in any of this case I just think",,,,
Teacher,110.2,"When we read the question, it asked for what specific type of equipment would be used and your answer was correct, but I think to answer the correct",,,,
Teacher,110.2,"um let's look at your you said yes astronauts can drink the water and stay hydrated, you can't survive without water. That is perfectly correct Jazmin and I don't think your answers wrong I just think.",,,,
Teacher,110.2,"Right, you just did a really good job using textual evidence to support your answer.",,,,
Teacher,110.2,Right. So that answers the question. What equipment did scientists use to discover water on the moon. That's great. Nice work!,,,,
Jazmin,110.2,"Yeah, I can say was just wondering, since I was thinking like that. It seemed like the Lunar Orbiter, we see that they use to discover the water. So is it both the microscope and the lunar orbiter is it just one?",,,,
Teacher,110.2,"So I don't think your answers wrong, I think you have a really, really great start to a strong response so in the text, it does actually say NASA sent a small machine.",,,,
Teacher,110.2,So I think that's a great start yeah awesome,,,,
Teacher,110.2,"Yes, that's exactly what's the word I was looking for. They needed a microscope to really, really see what the ice was like.",,,,
Teacher,110.2,"backed up why you said, because if you had just said that you put creator down I probably would have marked it as a wrong answer, but now that you're saying to me that they used it is used to hold water, it is a very good.",,,,
Teacher,110.2,it's a very good thought.,,,,
Teacher,110.2,"Yeah, they definitely use those.",,,,
Teacher,110.2,It's not wrong at all.,,,,
Teacher,110.2,So that's a tool that we that you can implement in your responses. Yes. Chris.,,,,
Chris,110.2,"Actually yeah I was gonna ask. So I, I noticed that","Actually, yeah, I was gonna ask. So I, I noticed that",,,
Teacher,110.2,"Your answer wasn't wrong. It had all the great all the good pieces in it,",,,,
Teacher,110.2,"Mm hmm. Um, let's see, I so your answer wasn't wrong.",,,,
Teacher,110.2,"So Chris also that scientists found craters full of water on the moon, which is absolutely correct. They did.",,,,
Teacher,110.2,So the lunar orbiter the microscope and you said some masks and other oxygen tanks and equipment like that. So that's really good.,,,,
Teacher,110.2,"Okay, so you're absolutely right about craters their work craters on the moon, and there was some water in there,",,,,
Teacher,110.2,"And you're right to say that the scientists need a tool, called the microscope to look really closely",,,,
Teacher,110.2,That is a tool that astronauts use on the moon you're right.,,,,
Teacher,110.2,"Awesome. Well, I love this response that you have right now. That was amazing.",,,,
Teacher,110.2,"No, I'm not saying your answers wrong.",,,,
Jazmin,110.2,"Um, well, I mean, I just, I, I feel like I i put words down from from story and",,,,
Teacher,110.2,"No, I was just wondering like what, if you remember the name, because that is correct that they did send that to find like if the water was on the moon.","No, I was just wondering like what, if you remember the name, because that is correct, that they did send that to find like if the water was on the moon.",,2,
Jazmin,110.2,So it is right.,,,,
Teacher,110.2,savannas right.,,,,
Teacher,110.2,"Honestly, like you, all of you are right,",,,,
Teacher,110.2,"And that is, that is a very true point um and I think this answer was a really good answer I just know.",,,,
Teacher,110.2,Your answer is not wrong. So this is a two part question.,,,,
Teacher,110.2,Great job remembering that they found the water on the moon.,,,,
Chris,110.2,"Um, well Jazmin just said the Lunar Orbiter and the microscope and you told her that was right. So I'm figuring that's the right answer.",,,,
Teacher,110.2,"So I think your answers - none of your answers are wrong. I think sometimes they can use improvement. But Farrah, I do want to point out that your response.",,,,
Teacher,110.2,I don't necessarily - you're not all necessarily here because your answers were wrong or bad.,,,,
Teacher,110.2,"So like I said earlier, none of your answers are wrong.",,,,
Teacher,110.2,"There's - so as long as you're using evidence to support your answer, there is really there isn't technically a wrong answer.",,,,
Teacher,110.2,"But the Lunar Orbiter. One second, Luis. The Lunar Orbiter and the microscope are both pieces of equipment that are used, so that the both of those answers, would be correct. It's not one is right and one is wrong.",,,,
Teacher,110.2,"No, you weren't wrong I just think you were not wrong you did make a very clear point and the, you stated that the scientists they use microscopes to look closely",,,,
Teacher,110.2,mm hmm no you're not Oliver you're not I want I want you to understand that you're not wrong.,"mm hmm, no, you're not, Oliver, you're not, I want, I want you to understand that you're not wrong.",,2,
