teacher,actor,text,Request (T),Action (S),intent,type,topic,coach_yn,step
71,Teacher,"Chris, did you find the piece of equipment in the text, yet oh",Question,Verbal Response,,remark,2,1,2
71,Chris,yeah sorry I got distracted I was listening um yeah I think it's the Lunar orbiter,,,,response,2,1,2
71,Teacher,Oh okay Jazmin You said something like that didn't you,Question,Verbal Response,230.3,remark,2,1,2
71,Jazmin,yeah I said NASA send a small machine,,,230.3,response,2,1,2
71,Teacher,"yeah so Jazmin can you say more about where you found that in the text, or why you said that",Question,Verbal Response,230.2,remark,2,1,2
71,Teacher,Because I think it relates to Chris's answer here yeah,Explanation,none,,remark,2,1,2
71,Jazmin,I found it in the second paragraph and it's the very first sentence yeah that one was mine too,,,,response,2,1,2
71,Teacher,"yeah so that's awesome so it's in the text you both found this in the text, so my question for you is what does this small machine do Jazmin what is the machine doing",Question,Verbal Response,210.4,remark,2,1,2
71,Jazmin,It lands at the moon South Pole and looks for ice deposits in a large polar crater,,,210.4,response,2,1,2
71,Teacher,Alright um and does that sound like scientists could use that to discover something?,,,,remark,2,1,2
71,Jazmin,It looks for well yeah yeah cuz it's looking for ice so that's something,,,,response,2,1,2
71,Teacher,They could yeah so we have to look for something to discover it,Task,yes/no,210.4,remark,2,1,2
71,Jazmin,yeah yeah,,,210.4,response,2,1,2
71,Teacher,"yeah so Luis What did you find you were reading, what did you find for me",Question,Verbal Response,120.4,remark,2,1,2
71,Luis,i'm the same thing that they found that the Lunar orbiter,,,120.4,response,2,1,2
71,Teacher,"yeah Farrah and Oliver have you guys were both reading, did you find something similar or something different to Harris and Jazmin and Luis",Question,Verbal Response,130.2,remark,2,1,2
71,Oliver,"Well, I mean that's The only other equipment that they have in the story is the Lunar orbiter",,,130.2,response,2,1,2
71,Teacher,"Great job everyone, so how has your thinking changed, I want you to write in your reflection journal how has your thinking changed from when we started this activity",Task,Write,530.1,remark,2,1,2
71,Oliver,"Um you know what teacher, I was just looking at the clock and it looks like it's time for us to go to lunch on, but I was just thinking, I wanted to say",,,530.1,response,2,1,2
71,Oliver,"Thank you for helping me use evidence from the text in my answer and arm and It made me feel valued when you asked me kind of questions about my answer sometimes teachers just tell me about how wrong I am, and so I I appreciate it",,,,response,2,1,2
71,Teacher,"Well, thank you for putting in hard work today",,,,remark,2,1,2
71,Oliver,Okay bye teacher see you next time,,,,response,2,1,2
71,Teacher,I'll see you next time,,,,remark,2,1,2
73,Teacher,"hi so, can you guys repeat your answers to the question for me real quick and we'll go down the line from Farrah all the way down to Luis from right from my right to from my left to my right yeah Luis do have a question",Question,Verbal Response,120.4,remark,0,1,3
73,Luis,"yeah yeah before we do that, excuse me, I shouldn't be in this group I already know all about space",,,120.4,response,0,1,3
73,Teacher,"Well i'm really glad that you feel like you have a good understanding of space, but we're just gonna we're just gonna talk really about that answer real quick i'm excited to hear what you have to share though at the at the end, whenever we get to your turn",Explanation,none,110.3,remark,0,1,3
73,Teacher,"Farrah repeat for me what your answer was, real quick",Question,Verbal Response,120.4,remark,0,1,3
73,Farrah,"Yes, Okay, I said, you need a scientific tool called a microscope to look really closely",,,120.4,response,0,1,3
73,Teacher,Great Thank you,Affirmation,smile,120.4,remark,0,1,3
73,Teacher,and you Oliver?,Question,Verbal Response,120.4,remark,0,1,3
73,Oliver,yeah i'm I circled the same as Farrah,,,120.4,response,0,1,3
73,Teacher,Wonderful. ,,,120.4,remark,0,1,3
73,Teacher,Chris?,,,120.4,remark,0,1,3
73,Chris,"Okay, well, I said that scientists found craters full of water on the moon",,,120.4,response,0,1,3
73,Teacher,Nice and Jazmin,Question,Verbal Response,120.4,remark,0,1,3
73,Jazmin,"Okay, well, I said that NASA send a small machine",,,120.4,response,0,1,3
73,Teacher,Great,Affirmation,smile,120.4,remark,0,1,3
73,Teacher,and Luis,Question,Verbal Response,120.4,remark,0,1,3
73,Luis,yeah okay well i'm scientists they use lots of equipment like oxygen tanks,,,120.4,response,0,1,3
73,Teacher,Absolutely so so let's first like talk about that question when we say the word equipment what what do we mean what does equipment mean,Question,Verbal Response,210.2,remark,0,1,3
73,Teacher,Can somebody Can somebody answer that question for me yeah Oliver what's equipment,Question,Verbal Response,,remark,0,1,3
73,Oliver,"Okay um as like a tool, or something you use to do something",,,,response,0,1,3
73,Teacher,"Absolutely so let's say I asked you to write down your answer on a sheet of paper, what kind of equipment, will you be using for that",Question,Verbal Response,210.2,remark,0,1,3
73,Oliver,"Oh, like a pencil",,,210.2,response,0,1,3
73,Teacher,"Absolutely absolutely so you guys, all I think should have an understanding of what this word equipment means",,,150.1,remark,0,1,3
73,Teacher,"So now let's look at the second part of this of this question, we want you to circle, the evidence in the text, so when we say that we want you to circle, a specific maybe word or words",Task,Write,,remark,0,1,3
73,Teacher,Vecause we're thinking about this this word evidence evidence is basically just it just means proof,Explanation,none,210.2,remark,0,1,3
73,Teacher,"So when we talk about what equipment did scientists use discover water on the moon, I want you to kind of circle, a word or two anybody circle two words or did you guys all circle one word",Question,Verbal Response,420.3,remark,0,1,3
73,Teacher,Jazmin yeah,Question,Verbal Response,,remark,0,1,3
73,Jazmin,"So I circled two words I circled small machine and I don't understand why, and I answer is wrong",,,,response,0,1,3
73,Teacher,"Well i'm I wouldn't necessarily say that your answer is wrong, but I think that maybe there's a more specific answer to what it could be",,,410.2,remark,0,1,3
73,Teacher,"So if we're talking about what the equipment, maybe the equipment has a name right",Explanation,none,210.4,remark,0,1,3
73,Teacher,So what does that small machine have a name does anybody anybody circle what that small machine is called,Question,Verbal Response,210.4,remark,0,1,3
73,Jazmin,"I can, I can look",,,210.4,response,0,1,3
73,Teacher,that'd be great,,,,remark,0,1,3
73,Jazmin,Okay um NASA such a small machine called a lunar orbiter,,,,response,0,1,3
73,Teacher,"Great So if I were to ask you again what kind of equipment, do they use what would you would What would you circle",Question,Verbal Response,120.4,remark,0,1,3
73,Jazmin,"So, so I just need to circle, then maybe I just need to circle lunar orbiter?",,,120.4,response,0,1,3
73,Teacher,yeah that'd be that'd be that'd be a great thing a lot of times you might look for keywords,,,110.1,remark,0,1,3
73,Teacher,Farrah yeah,Question,Verbal Response,,remark,0,1,3
73,Teacher,"So for saying what equipment did scientist use discover water on the moon, maybe you can look for keywords like like the name of the equipment, because well the Lunar orbiter is a small machine it's also it's a lunar orbiter is a more specific example Farrah yeah",,,420.3,remark,0,1,3
73,Farrah,"Okay well microscope that's also equipment so um, why is it the Lunar orbiter and not the microscope",,,420.3,response,0,1,3
73,Teacher,"Well that's The great thing this answer has multiple answers and sometimes you want to circle, as many as you can",,,110.2,remark,0,1,3
73,Teacher,"So microscope is a great example of one piece of equipment that they use, but they also use this use this this thing called the Lunar orbiter to investigate, and those things work together",,,210.4,remark,0,1,3
73,Teacher,"So if we're looking at both of those sentences, if you guys want to look at your sheet of paper if you're looking for those two words that lunar orbiter and that microscope, are there any words that kind of signal to you what the equipment is?",,,210.4,remark,0,1,3
73,Teacher,How the sentence is structured is there anything is there anything there,Question,Verbal Response,,remark,0,1,3
73,Farrah,"yeah well, it says that there's it's a scientific tool, so that tells me it's equipment",,,,response,0,1,3
73,Teacher,Absolutely,,,110.1,remark,0,1,3
73,Teacher,"who remembers when Oliver asked what equipment was and Oliver said that it's like a tool right, so you can look for kind of key words like that Chris do you have a  question",Question,Verbal Response,420.3,remark,0,1,3
73,Chris,yeah well actually it's a comment um so I went to NASA so I know that scientists they use a lot of equipment like like oxygen tanks and masks and suits,Explanation,none,420.3,response,0,1,3
