intent,actor,keys,trigger,text
140.1,Oliver,"oliver,what,think,would,want,live,moon,yeah,that's,pretty,important","Oliver, what do you think? Would you want to live on the moon? yeah that's pretty important ","um yeah I mean that'd be pretty cool you know, and then I could just kind of look down at earth and I can be like hey everybody down there i'm just chilling up here, even though they probably couldn't hear me but it's a pretty cool thing to do"
140.1,Oliver,"what,kind,stuff","Oh, what kind of stuff did you see ","Oh, all sorts of things lots of teeny tiny little brains and everything was so much smaller than I thought it was"
140.1,Chris,"since,went,there,make,want,join,nasa,moon","Since you went there and did it make you want to join NASA and go to the moon ","yeah Oh, it was so cool I would love to put on that space suit and grab my microscope and look at the little pieces of water on the moon"
140.1,Oliver,"right,think,could,were,just,talking,about,life,moon,maybe,need,more,earth,protect,planet,think,could,work,that,your,answer","Right and how do you think you could you were just talking about life on the moon, and maybe how we need to do more on earth to protect our planet, do you think you could work that into your answer ","On i'm so sorry to interrupt, but I just looked at the clock and we actually we have to go to lunch, right now, but I wanted to say"
140.1,Luis,"what,know,about,space","Oh, what do you know about space ","Okay, I know that astronauts use space suits so that they don't like freeze to death in space, and I know that there's no gravity up there, so if they're walking around they have to wear like gravity boots so that they can walk on the moon, and a bunch of other stuff too"
140.1,Jazmin,"jazmin,could,tell,little,about,atmosphere","Jazmin could you tell me a little bit about the atmosphere ","um okay I don't know exactly, but I think that the moon doesn't have like an atmosphere that you know, like"
140.1,Jazmin,"well,what's,something,that,could,bring,moon,that,might","Well what's something that you could bring with you to the moon, so that you might not die? ",You mean like spacesuits?
140.1,Jazmin,"yeah,maybe,include,that,think,would,were,moon","yeah maybe include that How do you think you would do if you were on the moon? ","um well, I mean, I guess, I wouldn't die, but I wouldn't want to like you know, like live in a space suit, like all the time, that would be like really uncomfortable"
140.1,Luis,"what,equipment,scientists,discover,water,moon,hold,second,even,noticed,that,everybody,work,specific,thing,that,visualizing,text,make,sure,that,understand,before,begin,have,question,speak,spanish,luis,speak,spanish","What equipment scientists use to discover water on the moon hold on one second even and I noticed that everybody has to work on one specific thing, and that is visualizing the text to make sure that you understand it Before we begin, I have a question, do you speak Spanish Luis do you speak Spanish ",Well i'm a little bit I can try
140.1,Jazmin,"okay,jazmin,speak,spanish","Okay Jazmin do you speak Spanish ","Yes, I do"
140.1,Jazmin,"great,jazmin,teach,spanish,word,moon","Great Jazmin can you teach us the Spanish word for moon ",and Spanish word for me is Luna
140.1,Luis,"space,something,you're,interested,luis","Is space something you're interested in Luis? ",Oh yeah oh big time I watch all these videos about space on YouTube and and I really want to go to space camp and go into the zero gravity Chamber oh yeah I really like space
140.1,Luis,"yeah,because,guys,were,right,right,track,just,make,that,little,jump,luis,last,thing,what,armstrong,neil,armstrong,what,when,landed,moon","yeah because you guys were right on the right track, we just had to make that one little jump and Luis one last thing what was Armstrong Neil Armstrong What did he say when he landed on the moon ",That that's one small step for man one giant leap for mankind
140.1,Luis,"well,that's,fantastic,tell,something,know,about,space","Well that's fantastic, can you tell me something you know about space ","Agile Teacher Lab: yeah Okay, I know they just landed the MARS Rover"
140.1,Farrah,"okay,have,ever,used,microscope","Okay, have you ever used a microscope ",Agile Teacher Lab: in science
140.1,Jazmin,"sure,that,your,answer,wrong,group,small,smaller,group,instead,whole,entire,class,feel,like,little,easier,talk,each,other,small,group","Oh i'm not sure that your answer is wrong, In a group of small, a smaller group, instead of our whole entire class as one Do you feel like this is a little bit easier to talk to each other, in a small group ","Yes, yes"
140.1,Chris,"that's,very,cool,have,been,nasa,i've,always,wanted,that's,cool,that,i've,seen,lots,videos,where,they,lots,different,equipment,like,ones,described,they,have,like,space,suits,sometimes,these,satellites,different,things-,very,interesting,anybody,else,have,ideas,about,what,other,types,equipment,scientists,nasa,scientists,yeah,that's,very,true,they,high,tech,tools,like,computers,buttons,things,control,things,that,space,because,can't,space,time,they,them,control,telescopes,satellites,like,said,what,other,things,going,yeah,chris,have,something","that's very cool I have not been to NASA i've always wanted to go that's really cool that you got to go But i've seen lots of videos where they use lots of different equipment, like the ones you described and they have to use like space suits and sometimes these satellites to see different things- it's very interesting Does anybody else have any ideas about what other types of equipment scientists use the NASA scientists use? yeah that's very true they use a lot of a lot of high tech tools like computers and buttons and things to control things that are in space, because we can't be in space all the time, so they use them to control telescopes satellites like I said, to see what other things are going on yeah Chris do you have something to add? ","yeah well, I have a question sort of about the story so were there actually any astronauts on the moon looking for the water?"
140.1,Luis,"today,talk,about,your,responses,reading,that,about,nasa,well,glad,that,you're,interested,space,think,that,being,part,this,group,you'll,learn,your,fellow,peers,about,maybe,other,responses,build,your,understanding,resources,that,provided,texts,that,learned,about,answer,question,using,nonfiction,text,okay,think,really,interesting,because,know,about,space,sure,like,what,your,favorite,thing,about,space,luis","So today we're going to talk about your responses to the reading that we did about NASA Well i'm glad that you're really interested in space, and I think that being a part of this group you'll learn from your Fellow peers about maybe some other responses and we can build your understanding of the resources that I provided you with the texts that we learned about how to answer a question, using a nonfiction text Okay, I think it'll be really interesting because if you know a lot about space i'm sure you really like it, what is your favorite thing about space Luis ","Okay, I love watching like the"
140.1,Chris,"talked,about,microscope,didn't,talk,about,lunar,orbiter,jazmin,talked,about,lunar,orbiter,microscope,they,used,pieces,equipment,because,takes,things,find,water,moon,discovery,that's,that's,cool,i've,never,been,nasa,think,that,would,trip,what,your,favorite,part","You talked about the microscope but you didn't talk about the Lunar orbiter and Jazmin you talked about the Lunar orbiter but not the microscope and they used a lot of pieces of equipment, because it takes a lot of things to find water on the moon it's a big discovery that's that's really cool i've never been to NASA, but I think that would be a really fun trip What was your favorite part ","it's amazing, you can see, all of these different space shuttles that have gone to into space for like the past 30 and 40 years"
